Date,Adj_appl,Adj_goog,Adj_msft,Adj_amzn,Adj_fb
11/9/2016,108.264572,785.309998,57.936436,771.880005,123.18
11/8/2016,108.440315,790.51001,58.2253,787.75,124.220001
11/7/2016,107.805664,782.52002,58.177155,784.929993,122.150002
11/4/2016,106.272697,762.02002,56.530636,755.049988,120.75
11/3/2016,107.239349,762.130005,57.012074,767.030029,120
11/2/2016,108.401276,768.700012,57.223907,765.559998,127.169998
11/1/2016,108.304131,783.609985,57.580177,785.409973,129.5
10/31/2016,110.29554,784.539978,57.695721,789.820007,130.990005
10/28/2016,110.470398,795.369995,57.647572,776.320007,131.289993
10/27/2016,111.208687,795.349976,57.869034,818.359985,129.690002
10/26/2016,112.286957,799.070007,58.37936,822.590027,131.039993
10/25/2016,114.870956,807.669983,58.726002,835.179993,132.289993
10/24/2016,114.288109,813.109985,58.735626,838.090027,133.279999
10/21/2016,113.268097,799.369995,57.44537,818.98999,132.070007
10/20/2016,113.714958,796.969971,55.124832,810.320007,130
10/19/2016,113.773247,801.5,55.394432,817.690002,130.110001
10/18/2016,114.113251,795.26001,55.519615,817.650024,128.570007
10/17/2016,114.190964,779.960022,55.09594,812.950012,127.540001
10/14/2016,114.268661,778.530029,55.288517,822.960022,127.879997
10/13/2016,113.637253,778.190002,54.807083,829.280029,127.82
10/12/2016,113.986969,786.140015,54.990028,834.090027,129.050003
10/11/2016,112.976685,783.070007,55.067055,831,128.880005
10/10/2016,112.733818,785.940002,55.885506,841.710022,130.240005
10/7/2016,110.800682,775.080017,55.654411,839.429993,128.990005
10/6/2016,110.635551,776.859985,55.596645,841.659973,128.740005
10/5/2016,109.81955,776.469971,55.500355,844.359985,128.470001
10/4/2016,109.770973,776.429993,55.115208,834.030029,128.190002
10/3/2016,109.304688,772.559998,55.288517,836.73999,128.770004
9/30/2016,109.81955,777.289978,55.461845,837.309998,128.270004
9/29/2016,108.974403,775.01001,55.269264,829.049988,128.089996
9/28/2016,110.69384,781.559998,55.875877,828.719971,129.229996
9/27/2016,109.858406,783.01001,55.798843,816.109985,128.690002
9/26/2016,109.654411,774.210022,54.78783,799.159973,127.309998
9/23/2016,109.489258,786.900024,55.298145,805.75,127.959999
9/22/2016,111.344696,787.210022,55.673672,804.700012,130.080002
9/21/2016,110.305275,776.219971,55.615902,789.73999,129.940002
9/20/2016,110.324692,771.409973,54.701164,780.219971,128.639999
9/19/2016,110.334419,765.700012,54.816711,775.099976,128.649994
9/16/2016,111.636124,768.880005,55.124832,778.52002,129.070007
